,index,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,county_average_poverty-rate,county_average_population,county_average_pct-white,county_average_pct-af-am,county_average_pct-hispanic,county_average_pct-am-ind,county_average_pct-asian,county_average_pct-nh-pi,county_average_pct-multiple,county_average_pct-other,county_average_median-household-income,county_average_median-gross-rent,county_average_eviction-filing-rate,county_average_eviction-filings,county_average_median-property-value,county_average_evictions_x,county_average_rent-burden,county_average_renter-occupied-households,county_average_pct-renter-occupied,county_average_evictions_y,county_average_eviction-rate,poverty-rate_above_1,poverty-rate_above_5,poverty-rate_above_10,poverty-rate_above_25,poverty-rate_above_50,poverty-rate_above_75,pct-white_above_1,pct-white_above_5,pct-white_above_10,pct-white_above_25,pct-white_above_50,pct-white_above_75,pct-af-am_above_1,pct-af-am_above_5,pct-af-am_above_10,pct-af-am_above_25,pct-af-am_above_50,pct-af-am_above_75,rent-burden_above_1,rent-burden_above_5,rent-burden_above_10,rent-burden_above_25,rent-burden_above_50,rent-burden_above_75,pct-renter-occupied_above_1,pct-renter-occupied_above_5,pct-renter-occupied_above_10,pct-renter-occupied_above_25,pct-renter-occupied_above_50,pct-renter-occupied_above_75,eviction-filing-rate_above_1,eviction-filing-rate_above_5,eviction-filing-rate_above_10,eviction-filing-rate_above_25,eviction-filing-rate_above_50,eviction-filing-rate_above_75,county_average_poverty-rate_above_1,county_average_poverty-rate_above_5,county_average_poverty-rate_above_10,county_average_poverty-rate_above_25,county_average_poverty-rate_above_50,county_average_poverty-rate_above_75,county_average_pct-white_above_1,county_average_pct-white_above_5,county_average_pct-white_above_10,county_average_pct-white_above_25,county_average_pct-white_above_50,county_average_pct-white_above_75,county_average_pct-af-am_above_1,county_average_pct-af-am_above_5,county_average_pct-af-am_above_10,county_average_pct-af-am_above_25,county_average_pct-af-am_above_50,county_average_pct-af-am_above_75,county_average_rent-burden_above_1,county_average_rent-burden_above_5,county_average_rent-burden_above_10,county_average_rent-burden_above_25,county_average_rent-burden_above_50,county_average_rent-burden_above_75,county_average_pct-renter-occupied_above_1,county_average_pct-renter-occupied_above_5,county_average_pct-renter-occupied_above_10,county_average_pct-renter-occupied_above_25,county_average_pct-renter-occupied_above_50,county_average_pct-renter-occupied_above_75,county_average_eviction-filing-rate_above_1,county_average_eviction-filing-rate_above_5,county_average_eviction-filing-rate_above_10,county_average_eviction-filing-rate_above_25,county_average_eviction-filing-rate_above_50,county_average_eviction-filing-rate_above_75,true_label,score,predicted_label
911,15497,14.0,22.28,8.0,32.45,437.0,29491.0,71000.0,25.4,53.84,42.09,2.58,0.07,0.66,0.0,0.64,0.13,3.0,2.0,24.39,36.59,0,0,0,20.9175,3931.25,57.4275,39.540000000000006,1.7775,0.10500000000000001,0.41000000000000003,0.0075,0.6575,0.0825,30596.0,437.25,11.8675,14.75,73550.0,8.75,25.525,439.75,28.872500000000002,8.75,7.6825,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1.0,0.9300699300699301,1
697,11859,4819.0,8.1,1182.0,51.17,687.0,40130.0,96900.0,22.0,54.6,28.89,5.52,0.35,7.95,0.04,2.34,0.31,655.0,285.0,24.1,55.4,0,0,0,6.111406249999999,4098.521093750001,69.106875,23.009374999999995,2.4440624999999994,0.3462499999999999,3.6384374999999998,0.02765625000000001,1.2615625,0.16531249999999992,52976.9290625,726.51484375,8359.49109375,190.515625,129619.77890625,56.1875,23.618750000000006,623.21875,32.75062499999999,56.1875,1049.453125,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1.0,0.9300699300699301,1
698,11876,1853.0,7.88,951.0,96.01,660.0,29853.0,137500.0,25.9,47.92,29.68,9.77,0.22,9.88,0.0,2.54,0.0,274.0,106.0,11.15,28.82,0,0,0,6.111406249999999,4098.521093750001,69.106875,23.009374999999995,2.4440624999999994,0.3462499999999999,3.6384374999999998,0.02765625000000001,1.2615625,0.16531249999999992,52976.9290625,726.51484375,8359.49109375,190.515625,129619.77890625,56.1875,23.618750000000006,623.21875,32.75062499999999,56.1875,1049.453125,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0.0,0.9300699300699301,1
1356,23079,7702.0,10.16,564.0,20.94,614.0,45692.0,87100.0,32.3,22.03,73.98,1.13,0.21,1.06,0.08,1.25,0.26,469.0,81.0,14.37,83.19,0,0,0,8.541219512195124,4858.146585365853,64.94658536585366,29.420243902439037,2.008536585365854,0.3660975609756097,1.688780487804878,0.045121951219512214,1.398048780487805,0.12658536585365854,49602.931463414636,699.830731707317,24.216341463414636,135.65853658536585,115314.07341463414,36.09756097560975,26.685853658536583,466.2926829268293,25.950000000000006,36.09756097560975,7.159999999999998,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1.0,0.9300699300699301,1
1634,28196,5258.0,18.47,1384.0,70.65,620.0,28995.0,79700.0,27.7,26.32,67.57,2.74,0.38,0.87,0.06,1.81,0.25,484.0,180.0,13.01,34.97,0,0,0,18.309032258064523,3244.032258064516,42.9083870967742,53.07032258064516,1.5029032258064516,0.4145161290322582,0.6196774193548387,0.05096774193548388,1.3170967741935484,0.11838709677419354,33615.07774193548,545.7048387096773,31.531935483870974,169.96774193548387,77231.59612903226,56.32258064516129,27.681290322580644,504.2903225806452,45.92967741935484,56.32258064516129,11.264193548387096,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1.0,0.9300699300699301,1
1637,28247,2164.0,19.22,351.0,51.04,505.42,34039.45,71914.97,37.43,21.03,73.66,2.59,0.51,0.83,0.05,1.34,0.0,85.0,55.0,15.68,24.23,0,0,0,18.309032258064523,3244.032258064516,42.9083870967742,53.07032258064516,1.5029032258064516,0.4145161290322582,0.6196774193548387,0.05096774193548388,1.3170967741935484,0.11838709677419354,33615.07774193548,545.7048387096773,31.531935483870974,169.96774193548387,77231.59612903226,56.32258064516129,27.681290322580644,504.2903225806452,45.92967741935484,56.32258064516129,11.264193548387096,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1.0,0.9300699300699301,1
139,2367,3633.0,10.45,191.0,10.54,420.0,41343.0,117300.0,22.9,97.61,0.77,0.74,0.19,0.14,0.0,0.55,0.0,48.0,26.0,13.61,25.13,0,0,0,7.444375000000002,3774.11625,92.36124999999998,5.601875,0.7418750000000001,0.195,0.4025,0.009375,0.6425000000000001,0.044375000000000005,43674.73625,445.455,7.720624999999999,17.625,126818.13687499998,11.0,18.595625000000002,225.8125,13.22375,11.0,4.760625,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.9300699300699301,1
1638,28264,20.0,0.0,3.0,83.33,1125.0,80488.0,0.0,17.5,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,33.33,33.33,0,0,0,18.309032258064523,3244.032258064516,42.9083870967742,53.07032258064516,1.5029032258064516,0.4145161290322582,0.6196774193548387,0.05096774193548388,1.3170967741935484,0.11838709677419354,33615.07774193548,545.7048387096773,31.531935483870974,169.96774193548387,77231.59612903226,56.32258064516129,27.681290322580644,504.2903225806452,45.92967741935484,56.32258064516129,11.264193548387096,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.9300699300699301,1
1772,30542,6897.0,16.1,1932.0,71.98,689.0,32308.0,72700.0,26.3,27.5,61.01,5.34,0.33,2.75,0.13,2.73,0.2,608.0,213.0,11.02,31.46,0,0,0,6.195700000000001,4252.570300000001,69.44519999999996,17.80550000000001,4.121799999999999,0.34620000000000006,4.7556,0.08650000000000001,2.2248,0.21600000000000005,51351.2088,833.4131,15.679100000000004,107.09,133522.337,43.39,25.667399999999994,548.11,32.89299999999999,43.39,6.813999999999998,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.9300699300699301,1
1771,30525,4751.11,16.21,1124.0,64.44,676.01,32790.81,65901.92,27.3,30.56,59.5,4.93,0.32,2.08,0.13,2.4,0.08,440.0,155.0,13.79,39.14,0,0,0,6.195700000000001,4252.570300000001,69.44519999999996,17.80550000000001,4.121799999999999,0.34620000000000006,4.7556,0.08650000000000001,2.2248,0.21600000000000005,51351.2088,833.4131,15.679100000000004,107.09,133522.337,43.39,25.667399999999994,548.11,32.89299999999999,43.39,6.813999999999998,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1.0,0.9300699300699301,1
1643,28349,1720.0,24.89,408.0,65.85,530.0,26679.0,66400.0,27.6,0.87,96.45,0.81,0.35,0.17,0.0,0.99,0.35,255.0,67.0,16.41,62.47,0,0,0,21.553333333333338,2996.7193939393937,38.60712121212121,56.26045454545456,2.1413636363636366,0.23560606060606065,1.2806060606060603,0.035757575757575766,1.2703030303030305,0.1671212121212122,33340.490454545456,545.1992424242425,41.415151515151514,313.6363636363636,105883.77666666666,81.96969696969697,28.01590909090909,714.3181818181819,53.132424242424264,81.96969696969697,11.935,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1.0,0.9300699300699301,1
714,12148,4476.0,9.91,642.0,32.53,645.0,43243.0,96500.0,26.3,27.59,69.48,1.16,0.25,0.51,0.02,0.92,0.07,471.0,103.0,16.05,73.39,0,0,0,6.111406249999999,4098.521093750001,69.106875,23.009374999999995,2.4440624999999994,0.3462499999999999,3.6384374999999998,0.02765625000000001,1.2615625,0.16531249999999992,52976.9290625,726.51484375,8359.49109375,190.515625,129619.77890625,56.1875,23.618750000000006,623.21875,32.75062499999999,56.1875,1049.453125,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1.0,0.9300699300699301,1
175,2985,5004.32,8.72,375.0,26.92,453.0,39740.0,111000.0,21.5,88.3,7.86,1.08,0.26,1.36,0.01,1.06,0.07,104.0,55.0,14.68,27.75,0,0,0,10.673333333333332,4255.280833333333,82.61083333333333,14.779166666666667,0.8391666666666667,0.1825,0.6383333333333334,0.004166666666666667,0.8658333333333333,0.07833333333333334,37042.68833333334,414.26416666666677,18.281666666666666,76.0,93167.61083333334,47.333333333333336,22.037499999999998,423.3333333333333,22.93416666666667,47.333333333333336,11.112499999999999,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.9300699300699301,1
680,11570,3172.92,7.16,1390.0,80.8,713.0,40246.0,116800.0,22.3,59.64,25.34,4.5,0.28,7.58,0.0,1.92,0.75,493.0,207.0,14.9,35.48,0,0,0,6.111406249999999,4098.521093750001,69.106875,23.009374999999995,2.4440624999999994,0.3462499999999999,3.6384374999999998,0.02765625000000001,1.2615625,0.16531249999999992,52976.9290625,726.51484375,8359.49109375,190.515625,129619.77890625,56.1875,23.618750000000006,623.21875,32.75062499999999,56.1875,1049.453125,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1.0,0.9300699300699301,1
207,3529,1424.0,6.06,261.0,20.03,675.0,50617.0,103100.0,21.1,65.19,27.39,3.3,0.27,2.37,0.0,1.28,0.2,145.0,48.0,18.4,55.6,0,0,0,5.093661971830983,3660.6101408450704,75.24112676056339,17.584225352112675,3.1180281690140843,0.30746478873239425,2.395774647887323,0.03422535211267604,1.1709859154929578,0.14788732394366197,60028.130281690144,787.8884507042254,23.215915492957738,86.95774647887323,126384.85225352112,34.436619718309856,23.75070422535212,298.19718309859155,20.095352112676053,34.436619718309856,9.680000000000003,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.9300699300699301,1
209,3563,3803.0,9.67,429.0,18.72,593.0,53398.0,145500.0,24.0,81.25,8.28,2.39,0.6,6.1,0.0,1.1,0.26,114.0,51.0,11.88,26.56,0,0,0,5.093661971830983,3660.6101408450704,75.24112676056339,17.584225352112675,3.1180281690140843,0.30746478873239425,2.395774647887323,0.03422535211267604,1.1709859154929578,0.14788732394366197,60028.130281690144,787.8884507042254,23.215915492957738,86.95774647887323,126384.85225352112,34.436619718309856,23.75070422535212,298.19718309859155,20.095352112676053,34.436619718309856,9.680000000000003,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.9300699300699301,1
210,3580,2162.0,12.99,719.0,74.67,445.0,28977.0,73100.0,21.8,49.95,25.62,16.93,0.37,3.61,0.0,3.47,0.05,395.0,165.0,22.95,54.94,0,0,0,5.093661971830983,3660.6101408450704,75.24112676056339,17.584225352112675,3.1180281690140843,0.30746478873239425,2.395774647887323,0.03422535211267604,1.1709859154929578,0.14788732394366197,60028.130281690144,787.8884507042254,23.215915492957738,86.95774647887323,126384.85225352112,34.436619718309856,23.75070422535212,298.19718309859155,20.095352112676053,34.436619718309856,9.680000000000003,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.9300699300699301,1
211,3597,2091.96,14.38,404.0,48.42,554.0,28419.0,78000.0,29.2,60.8,20.12,16.11,0.57,1.1,0.05,1.15,0.1,107.0,52.0,12.87,26.49,0,0,0,5.093661971830983,3660.6101408450704,75.24112676056339,17.584225352112675,3.1180281690140843,0.30746478873239425,2.395774647887323,0.03422535211267604,1.1709859154929578,0.14788732394366197,60028.130281690144,787.8884507042254,23.215915492957738,86.95774647887323,126384.85225352112,34.436619718309856,23.75070422535212,298.19718309859155,20.095352112676053,34.436619718309856,9.680000000000003,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.9300699300699301,1
1701,29335,4796.79,13.15,1000.0,52.65,543.0,31437.0,68200.0,27.2,19.9,71.38,5.09,0.33,1.5,0.0,1.52,0.27,1221.0,142.0,14.2,122.08,0,0,0,21.553333333333338,2996.7193939393937,38.60712121212121,56.26045454545456,2.1413636363636366,0.23560606060606065,1.2806060606060603,0.035757575757575766,1.2703030303030305,0.1671212121212122,33340.490454545456,545.1992424242425,41.415151515151514,313.6363636363636,105883.77666666666,81.96969696969697,28.01590909090909,714.3181818181819,53.132424242424264,81.96969696969697,11.935,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1.0,0.9300699300699301,1
